part_id_cylinder_bottom,part_id_piston_rod,assembly_rework,assembly_pressure,saw_weight,mill_surface_roughness,mill_parallelism,mill_groove_depth,mill_groove_diameter,lathe_coaxiality,lathe_diameter,lathe_length,saw_anomaly,mill_anomaly,saw_weight_qcpass,mill_surface_roughness_qcpass,mill_parallelism_qcpass,mill_groove_depth_qcpass,mill_groove_diameter_qcpass,lathe_coaxiality_qcpass,lathe_diameter_qcpass,lathe_length_qcpass,assembly_pressure_qcpass,saw_weight_missing,lathe_coaxiality_missing,lathe_diameter_missing,lathe_length_missing,saw_anomaly_missing,mill_anomaly_missing,fail
112504,201001,n,13190.0,0.588123279,1.569,0.646,0.793,-0.034,20.5,-0.006,163.637,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
124503,201002,n,13407.5,0.550908098,2.374,0.0636,0.807,-0.041,45.8,-0.0045,163.646,1.0,1.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109001,201003,n,13628.667,0.589586443,1.836,0.4055,0.76,-0.0375,17.0,-0.003,163.629,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
124504,201004,n,13070.167,0.553826281,1.853,0.0462,0.808,-0.034,24.1,-0.0035,163.639,1.0,1.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111404,201101,n,11937.5,0.586828569,2.107,0.583,0.743,-0.0365,21.4,0.0065,163.654,0.0,2.0,True,True,False,False,True,True,True,True,True,0,0,0,0,0,0,0
112902,201102,n,13475.0,0.597070567,1.865,0.0465,0.783,-0.028,35.9,0.0095,163.656,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111802,201103,n,8213.167,0.573671717,2.655,0.3825,13.744,-0.0405,45.6,0.0055,163.652,0.0,2.0,True,False,False,False,True,True,True,True,True,0,0,0,0,0,0,0
110803,201104,n,8791.167,0.585955255,1.091,0.0835,0.808,-0.032,42.3,0.005,163.714,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111002,201201,n,12793.833,0.586227128,2.679,0.362,0.768,-0.04,46.9,0.005,163.654,0.0,2.0,True,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0
112603,201202,n,13240.833,0.587543962,1.583,0.5395,0.749,-0.035,44.2,-0.001,163.662,0.0,2.0,True,True,False,False,True,True,True,True,True,0,0,0,0,0,0,0
110402,201301,n,13062.667,0.587016231,1.897,0.388,0.763,-0.0315,55.1,0.0025,163.667,0.0,2.0,True,True,False,True,True,False,True,True,True,0,0,0,0,0,0,0
111203,201302,n,13457.167,0.577342673,2.547,0.361,0.771,-0.0385,49.4,0.0005,163.701,0.0,2.0,True,False,False,True,True,True,True,True,False,0,0,0,0,0,0,0
112602,201303,n,7461.167,0.5885364,1.74,0.4955,0.77,-0.0385,41.9,0.002,163.66,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
113303,201304,n,13098.833,0.59581787,2.16,0.0365,0.795,-0.029,54.6,0.008,163.663,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
112502,201401,n,13222.0,0.593444952,1.863,0.446,0.764,-0.035,33.3,-0.0025,163.653,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
113401,201402,n,13017.0,0.593661986,2.261,0.0905,0.798,-0.0285,34.4,-0.0015,163.662,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110301,201403,n,8753.667,0.588711733,2.232,0.4365,0.759,-0.0355,22.7,0.001,163.669,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
109203,201404,n,7799.667,0.587088439,1.363,0.0395,0.779,-0.033,34.0,-0.002,163.672,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
124801,201501,n,12950.0,0.553775073,1.865,0.0774,0.805,-0.0335,23.6,-0.005,163.653,1.0,1.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110902,201502,n,13185.167,0.588137615,1.506,0.4,0.706,-0.0195,56.7,-0.0025,163.661,0.0,2.0,True,True,False,False,True,False,True,True,True,0,0,0,0,0,0,0
109303,201503,n,12913.667,0.585821828,1.071,0.0445,0.796,-0.0345,29.5,-0.0015,163.661,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111001,201504,n,13103.5,0.585295883,2.641,0.374,0.765,-0.038,26.6,-0.0005,163.675,0.0,2.0,True,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0
114501,201601,n,13036.0,0.587019163,2.062,0.0585,0.803,-0.03,38.3,-0.003,163.67,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114402,201602,n,8221.167,0.621226357,2.503,0.363,0.769,-0.037,25.0,-0.0025,163.709,0.0,2.0,True,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0
113003,201603,n,8636.0,0.591721305,1.594,0.046,0.783,-0.03,8.22,-0.004,163.674,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111701,201604,n,12677.5,0.58654576,2.205,0.038,0.791,-0.0265,6.32,-0.003,163.715,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113002,201701,n,12501.5,0.594571233,2.444,0.061,0.8,-0.0265,45.6,-0.005,163.682,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110303,201702,n,12032.333,0.586813727,1.275,0.0705,0.801,-0.031,41.8,-0.0075,163.73,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111801,201703,n,13004.667,0.586101407,1.685,0.041,0.785,-0.0295,42.7,-0.007,163.702,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113301,201704,n,12842.333,0.596286226,2.0,0.04,0.8,-0.027,42.8,-0.002,163.73,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110603,201801,n,8884.667,0.590928435,1.508,0.04,0.809,-0.033,22.2,-0.0045,163.672,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111703,201802,n,13055.667,0.588908595,1.654,0.048,0.794,-0.0305,32.1,-0.006,163.655,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110703,201803,n,12916.5,0.585766316,1.751,0.053,0.804,-0.0315,24.9,-0.006,163.713,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113404,201804,n,12516.0,0.5889736,2.281,0.0335,0.78,-0.0325,10.8,-0.008,163.689,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113304,201901,n,13015.667,0.594121355,1.964,0.0435,0.794,-0.0325,44.4,-0.0055,163.677,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110401,201902,n,13366.0,0.58717213,1.6,0.0575,0.812,-0.03,41.0,-0.0075,163.669,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113704,201903,n,12745.167,0.587427256,2.235,0.036,0.793,-0.0285,40.2,-0.006,163.662,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109504,201904,n,13781.167,0.592944403,1.786,0.0525,0.779,-0.031,16.4,-0.0075,163.71,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113402,202001,n,12636.0,0.590860688,2.096,0.0385,0.784,-0.03,41.9,-0.0085,163.706,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
112003,202002,n,12714.833,0.584217779,2.183,0.048,0.787,-0.028,25.1,-0.0065,163.672,0.0,0.0,True,True,True,True,True,True,True,True,False,0,0,0,0,0,0,0
115501,202003,n,6623.667,0.584187618,2.096,0.0335,0.782,-0.0265,48.6,-0.004,163.692,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
124402,202004,n,13548.167,0.554171518,2.83,0.025,0.801,-0.0405,44.0,-0.008,163.646,1.0,1.0,True,False,True,True,True,True,True,True,True,0,0,0,0,0,0,0
112702,202101,n,13332.667,0.588463223,1.494,0.76,0.724,-0.036,38.7,-0.002,163.662,0.0,2.0,True,True,False,False,True,True,True,True,True,0,0,0,0,0,0,0
109503,202102,n,13023.833,0.58970956,2.204,0.051,0.78,-0.03,23.4,-0.005,163.672,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109102,202103,n,13664.167,0.588455495,1.651,0.058,0.756,-0.0455,47.8,-0.003,163.739,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
122601,202104,n,12748.167,0.586229569,2.501,0.396,0.762,-0.0375,35.6,-0.0075,163.743,0.0,2.0,True,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0
112604,202201,n,13214.167,0.592287663,1.697,0.424,0.76,-0.0345,4.94,-0.0025,163.667,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
110503,202202,n,12721.167,0.58214249,1.699,0.3705,0.767,-0.0335,29.4,-0.008,163.667,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
113201,202203,n,11885.667,0.5926635,1.869,0.0325,0.789,-0.031,29.9,-0.0065,163.703,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109002,202204,n,13772.0,0.58464642,1.861,0.3695,0.766,-0.0335,29.3,-0.006,163.699,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
110504,202301,n,13336.833,0.586959084,1.667,0.3715,0.77,-0.031,39.0,-0.002,163.725,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
110403,202302,n,12813.5,0.585704085,2.244,0.39,0.774,-0.0385,65.1,-0.0065,163.661,0.0,2.0,True,True,False,True,True,False,True,True,True,0,0,0,0,0,0,0
111704,202303,n,13711.0,0.575690525,1.911,0.3915,0.763,-0.032,39.9,-0.0055,163.669,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
112503,202304,n,13397.0,0.58802225,1.256,0.4245,0.755,-0.0385,35.3,-0.006,163.663,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
112703,202401,n,12928.167,0.591614625,1.683,0.417,0.759,-0.034,43.7,-0.0045,163.67,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
112701,202402,n,13673.333,0.586547095,1.724,0.378,0.763,-0.0365,42.9,-0.008,163.656,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
109003,202403,n,12248.167,0.585041869,1.853,0.5655,0.75,-0.034,17.3,-0.0055,163.671,0.0,2.0,True,True,False,False,True,True,True,True,True,0,0,0,0,0,0,0
114902,202404,n,12825.667,0.580315114,2.273,0.4005,0.75,-0.035,18.9,-0.0075,163.661,0.0,2.0,True,True,False,False,True,True,True,True,True,0,0,0,0,0,0,0
110903,202501,n,13537.667,0.589207653,2.094,0.3995,0.766,-0.0365,12.1,0.0,163.669,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
109103,202502,n,12413.833,0.585055715,1.919,0.028,0.78,-0.034,50.4,-0.004,163.666,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
110604,202503,n,12984.0,0.586003343,1.689,0.402,0.763,-0.0355,18.9,-0.0025,163.656,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
114001,202504,n,13082.5,0.571698248,2.125,0.409,0.757,-0.035,18.3,-0.003,163.743,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
110602,202601,n,13479.0,0.586176366,1.704,0.349,0.773,-0.0335,13.4,-0.002,163.694,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
110901,202602,n,13088.0,0.584787915,2.049,0.398,0.759,-0.036,8.22,-0.0025,163.661,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
110702,202603,n,13403.833,0.58661126,1.966,0.05,0.796,-0.035,2.96,-0.0005,163.729,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114404,202604,n,13236.667,0.581958505,2.418,0.3435,0.77,-0.0375,43.5,-0.001,163.684,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
109202,202701,n,9043.833,0.591797343,1.482,0.066,0.818,-0.0325,42.1,0.0065,163.693,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114803,202702,n,13706.167,0.580225592,2.081,0.0525,0.769,-0.0315,38.2,0.005,163.749,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109401,202703,n,13128.0,0.602044097,1.065,0.039,0.793,-0.0315,43.8,0.0015,163.67,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110701,202801,n,13288.5,0.587131963,1.347,0.031,0.804,-0.033,45.2,-0.006,163.493,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111602,202803,n,12929.0,0.581764687,1.988,0.077,0.783,-0.0295,61.0,-0.0025,163.678,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
112802,202804,n,13180.833,0.594682366,1.586,0.051,0.792,-0.0305,49.0,-0.011,163.697,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109402,202901,n,13399.833,0.597827876,1.34,0.056,0.8,-0.031,25.8,-0.0065,163.673,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109301,202902,n,13385.0,0.585924478,1.578,0.033,0.781,-0.032,40.6,-0.007,163.699,0.0,0.0,True,True,True,True,True,True,True,True,False,0,0,0,0,0,0,0
110601,202903,n,6727.167,0.587990077,1.495,0.042,0.79,-0.0305,13.7,-0.0075,163.68,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110801,203001,n,12763.667,0.58797138,1.463,0.048,0.781,-0.0335,49.6,-0.004,163.676,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
112901,203002,n,13344.0,0.592096651,2.084,0.059,0.764,-0.0335,50.6,-0.01,163.688,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
113204,203003,n,7845.167,0.592871452,1.978,0.038,0.788,-0.0305,49.9,-0.006,163.698,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110802,203004,n,13385.667,0.587886298,1.454,0.0545,0.772,-0.0315,48.5,-0.0075,163.738,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111003,203101,n,13201.0,0.584986389,2.386,0.365,0.77,-0.044,66.8,-0.0115,163.691,0.0,2.0,True,True,False,True,True,False,True,True,True,0,0,0,0,0,0,0
113602,203102,n,12945.167,0.58927246,2.137,0.0275,0.783,-0.027,65.0,-0.0125,163.668,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
109204,203103,n,13244.333,0.587667915,2.136,0.049,0.782,-0.0335,57.4,-0.0095,163.672,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
113504,203104,n,12593.333,0.593044377,2.155,0.037,0.794,-0.025,68.6,-0.0105,163.666,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
114903,203202,n,12716.0,0.590803334,2.059,0.041,0.787,-0.0275,28.2,-0.009,163.688,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110804,203204,n,13161.833,0.588224198,1.981,0.039,0.8,-0.03,39.1,-0.0115,163.669,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109201,203301,n,13237.833,0.585442466,1.622,0.0565,0.786,-0.033,24.4,-0.0085,163.693,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115104,203302,n,13043.167,0.586881739,2.062,0.0535,0.788,-0.0265,38.9,-0.0055,163.668,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110304,203303,n,12117.333,0.587462805,1.017,0.0735,0.806,-0.034,23.9,-0.0045,163.678,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111902,203304,n,13182.5,0.577570452,2.037,0.0355,0.785,-0.0305,17.1,-0.007,163.683,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110704,203401,n,13057.333,0.586834535,1.678,0.056,0.816,-0.0305,45.6,-0.006,163.694,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114804,203402,n,13419.5,0.587243634,2.179,0.0425,0.794,-0.0295,55.3,-0.0095,163.665,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
109104,203403,n,11294.333,0.588938038,2.044,0.061,0.774,-0.033,63.0,-0.0075,163.683,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
111903,203404,n,13134.667,0.587919256,2.015,0.0335,0.791,-0.028,67.7,-0.007,163.695,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
112004,203501,n,12616.667,0.585524452,2.117,0.0375,0.779,-0.0305,3.89,-0.0055,163.673,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113202,203502,n,13370.833,0.595692036,2.274,0.061,0.79,-0.0275,8.75,-0.0105,163.665,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114704,203503,n,13124.333,0.575252834,1.721,0.425,0.762,-0.032,17.2,-0.007,163.683,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
112002,203504,n,13416.333,0.583574322,1.901,0.0415,0.783,-0.03,49.7,-0.01,163.66,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109101,203601,n,13947.0,0.58925392,1.723,0.067,0.777,-0.032,60.0,-0.0045,163.665,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
109302,203602,n,10715.667,0.587819675,1.714,0.045,0.777,-0.0305,31.9,-0.0105,163.66,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110302,203603,n,12629.5,0.585677626,1.791,0.492,0.751,-0.036,11.3,-0.005,163.664,0.0,2.0,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0
109304,203604,n,12787.167,0.578894797,2.007,0.044,0.786,-0.033,37.4,-0.0095,163.668,0.0,0.0,,,,,,True,True,True,True,1,0,0,0,1,1,0
112903,203701,n,12856.167,0.595643258,1.714,0.0465,0.779,-0.0315,38.5,-0.007,163.667,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111803,203702,n,12933.333,0.588221426,1.783,0.0475,0.786,-0.029,48.8,-0.0035,163.684,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109404,203703,n,13090.667,0.596767545,1.221,0.049,0.773,-0.0455,37.2,-0.005,163.674,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109502,203704,n,13182.667,0.591426283,1.537,0.0475,0.78,-0.032,35.9,-0.0055,163.671,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
112801,203801,n,11989.0,0.597420394,2.089,0.056,0.787,-0.0325,39.5,-0.0075,163.674,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111901,203802,n,11147.5,0.577514178,1.299,0.0445,0.781,-0.028,18.7,-0.0115,163.679,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113104,203803,n,13016.833,0.592519933,2.034,0.0425,0.795,-0.0275,22.2,-0.01,163.666,0.0,0.0,True,True,True,True,True,True,True,True,False,0,0,0,0,0,0,0
112001,203804,n,7072.167,0.580264917,2.039,0.039,0.803,-0.0295,27.3,-0.009,163.69,0.0,0.0,True,True,True,True,True,True,True,True,False,0,0,0,0,0,0,0
113001,203901,n,6448.667,0.595888272,2.019,0.036,0.789,-0.03,25.9,-0.003,163.681,0.0,0.0,True,True,True,True,True,True,True,True,False,0,0,0,0,0,0,0
113102,203902,n,6234.5,0.592409996,1.79,0.038,0.783,-0.0285,20.0,-0.005,163.68,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
112904,203903,n,7637.333,0.594941077,1.828,0.049,0.787,-0.0315,42.2,-0.006,163.713,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
112803,203904,n,10063.833,0.590249597,1.674,0.059,0.778,-0.0315,31.2,-0.0055,163.672,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
